company_name,inventory_month,month,total_opening_value,avg_opening_value,total_receipt_value,avg_receipt_value,total_issue_value,avg_issue_value,total_closing_value,avg_closing_value
REGAL LABORATORIES,2024-05-01,May,0.0,0.0,560.0,763.33,620.0,826.67,0.0,0.0
TAS MED(INDIA)PVT.LTD(VALL,2024-05-01,May,9796.07,8759.01,19594.2,8992.06,29780.4,12633.1,2778.48,6505.84
ENTOD GLOTEK DIVISION,2024-05-01,May,29265.04,20464.63,34429.61,28182.61,34423.41,28965.85,38291.59,27411.89
HICARE PHARMA,2024-05-01,May,16092.09,19873.75,26391.3,21807.7,15464.21,29387.16,28329.65,17836.26
AMNEAL HEALTHCARE PVT LTD,2024-05-01,May,40090.0,41522.0,0.0,0.0,9172.5,4489.5,29807.0,36662.33
ENTOD PHAMA(ENSIGHT),2024-05-01,May,79379.23,76152.57,81337.78,87226.2,138024.33,116256.57,52435.16,69751.55
SENSES PHARMACEUTICALS LTD,2024-05-01,May,67955.77,74244.52,91030.45,73057.56,58834.69,68650.41,107172.3,87778.28
AICE HEALTH CARE PVT LTD,2024-05-01,May,20537.45,22407.34,6750.0,6428.67,8799.79,7701.0,19887.02,21639.64
AUROLAB,2024-05-01,May,8498.4,8815.13,9701.3,10747.03,12336.4,14316.32,8393.28,7960.27
3MIL,2024-05-01,May,270.0,270.0,0.0,0.0,0.0,0.0,270.0,270.0
BERRY&HERBS PHARMA PVT LTD,2024-05-01,May,49143.98,43112.65,79169.0,48721.67,52915.69,40434.69,80051.84,55352.37
LAVUE PHARMA. PVT LTD,2024-05-01,May,35140.6,17570.3,15682.8,25411.7,12077.45,6038.73,41574.35,38357.48
FSD CARE PHRAMA PVT LTD,2024-05-01,May,6208.2,6208.2,0.0,0.0,0.0,0.0,6208.2,6208.2
HIS EYENESS OPTHALMICS,2024-05-01,May,237584.3,202046.23,55260.5,116525.0,136468.15,138315.23,180175.17,203917.02
SUNWAYS PHARMACEUTICALS(OR,2024-05-01,May,56447.88,47535.29,58986.18,46899.83,61940.05,51348.59,59300.35,48777.5
TASMED(INDIA) PVT.LTD(ASPI,2024-05-01,May,3286.87,2191.25,3286.87,3834.68,3578.96,4175.45,3286.87,2191.25
SHERINGS,2024-05-01,May,18796.42,21767.34,27548.64,16386.85,18424.61,18017.13,29904.55,22093.81
OCUZEN HEALTH CARE,2024-05-01,May,4150.82,2968.4,0.0,2194.2,4047.96,3492.74,1408.06,2846.49
FDC,2024-05-01,May,42.19,42.19,0.0,0.0,0.0,0.0,42.19,42.19
EYEKENZ HEALTHCARE PVT LTD,2024-05-01,May,321434.52,160717.26,97495.16,229420.69,106614.87,69937.24,300553.17,310993.75
APPLE PHARMACEUTICALS,2024-05-01,May,5487.43,6950.14,9172.35,7591.65,6468.0,8992.33,8719.78,6388.74
SUNWAYS PHARMACEUTICALS(RE,2024-05-01,May,34962.39,47587.21,21406.95,12090.39,30805.51,30638.5,29115.56,33465.75
CADILA,2024-05-01,May,126.0,42.0,0.0,84.0,140.0,93.33,0.0,42.0
ENTOD PHARMA-G TECH,2024-05-01,May,29597.46,26777.86,42665.7,34554.48,48218.17,39794.39,32450.03,27097.29
DISPOVAN,2024-05-01,May,358.0,119.33,607.0,813.67,1050.0,885.0,0.0,119.33
TASMED (INDIA) PVT LTD(PAS,2024-05-01,May,1932.42,9257.1,18935.85,7992.08,13692.81,13150.08,8829.74,5641.97
THE RAMARAJU COTTON MILLS,2024-05-01,May,0.0,193.0,486.0,1010.0,540.0,1311.67,0.0,0.0
ZIVIRA LABS PVT.LTD,2024-05-01,May,29301.97,24051.69,25441.93,24957.79,30413.48,29303.99,25786.82,24640.8
ALKEM LABORATORIES LTD,2024-05-01,May,0.0,0.0,228.0,206.0,260.0,228.0,0.0,0.0
ETHICON,2024-05-01,May,3174.7,3174.7,0.0,2539.76,0.0,3120.0,3174.7,3174.7
AUSTRAK PHARMA,2024-05-01,May,289.3,403.02,0.0,-120.71,0.0,0.0,289.3,289.3
SURGICARE,2024-05-01,May,0.0,0.0,1627.5,1230.0,1868.75,1425.0,0.0,0.0
WELNINNOV PHARMACEUTICALS,2024-05-01,May,11056.2,7684.2,-11056.2,2138.2,0.0,2264.37,0.0,7684.2
APPASAMY OCULAR DEVICES P,2024-05-01,May,57362.5,62850.83,40321.04,36886.39,84758.21,64125.52,25510.32,45447.49
SENTISS PHARMA PVT LTD,2024-05-01,May,154108.59,125315.16,60478.5,66701.17,29289.11,39969.93,189698.97,157831.72
SUNWAYS PHARMACEUTICALS,2024-05-01,May,77430.05,84139.54,63818.24,50315.43,73613.99,66283.39,74927.42,76961.99
ENTOD PHARMACEUTICALS LTD,2024-05-01,May,38251.31,47936.3,37411.15,23335.17,51916.12,45282.47,32938.92,36983.74
G.T.RAJ TEX,2024-05-01,May,0.0,0.0,610.0,413.33,750.0,500.0,0.0,0.0
ZIVIRA ASTRA DIVISION,2024-05-01,May,2836.74,10552.31,29247.3,13324.04,14354.03,15219.57,25361.07,11475.63
AJANTA PHARMA LTD,2024-05-01,May,406.9,406.9,0.0,0.0,0.0,0.0,406.9,406.9
BORN HEALTHCARE PVT LTD,2024-05-01,May,0.0,8.42,631.25,372.42,700.0,420.0,0.0,0.0
